feature,importance,fold
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,29,2
POS_NAME_CONTRACT_STATUS_Signed_MEAN,48,2
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,2
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,2
POS_COUNT,26,2
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,54,2
INSTAL_DPD_MAX,55,2
INSTAL_DPD_MEAN,170,2
INSTAL_DPD_SUM,52,2
INSTAL_DBD_MAX,149,2
INSTAL_DBD_MEAN,95,2
INSTAL_DBD_SUM,153,2
INSTAL_PAYMENT_PERC_MAX,10,2
INSTAL_PAYMENT_PERC_MEAN,92,2
INSTAL_PAYMENT_PERC_SUM,51,2
INSTAL_PAYMENT_PERC_VAR,54,2
INSTAL_PAYMENT_DIFF_MAX,124,2
INSTAL_PAYMENT_DIFF_MEAN,127,2
INSTAL_PAYMENT_DIFF_SUM,83,2
INSTAL_PAYMENT_DIFF_VAR,32,2
INSTAL_AMT_INSTALMENT_MAX,111,2
INSTAL_AMT_INSTALMENT_MEAN,69,2
INSTAL_AMT_INSTALMENT_SUM,96,2
INSTAL_AMT_PAYMENT_MIN,99,2
INSTAL_AMT_PAYMENT_MAX,69,2
INSTAL_AMT_PAYMENT_MEAN,116,2
INSTAL_AMT_PAYMENT_SUM,217,2
INSTAL_DAYS_ENTRY_PAYMENT_MAX,230,2
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,70,2
INSTAL_DAYS_ENTRY_PAYMENT_SUM,72,2
INSTAL_SK_ID_PREV_MEAN,85,2
INSTAL_NUM_INSTALMENT_NUMBER_MEAN,122,2
INSTAL_DAYS_INSTALMENT_MEAN,43,2
INSTAL_COUNT,51,2
CC_MONTHS_BALANCE_MIN,7,2
CC_MONTHS_BALANCE_MAX,0,2
CC_MONTHS_BALANCE_MEAN,17,2
CC_MONTHS_BALANCE_SUM,6,2
CC_MONTHS_BALANCE_VAR,6,2
CC_AMT_BALANCE_MIN,7,2
CC_AMT_BALANCE_MAX,15,2
CC_AMT_BALANCE_MEAN,14,2
CC_AMT_BALANCE_SUM,2,2
CC_AMT_BALANCE_VAR,33,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,10,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,11,2
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,94,2
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,36,2
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,29,2
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,8,2
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,33,2
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,34,2
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,8,2
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,19,2
CC_AMT_DRAWINGS_CURRENT_MIN,14,2
CC_AMT_DRAWINGS_CURRENT_MAX,15,2
CC_AMT_DRAWINGS_CURRENT_MEAN,15,2
CC_AMT_DRAWINGS_CURRENT_SUM,14,2
CC_AMT_DRAWINGS_CURRENT_VAR,9,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,11,2
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,5,2
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,4,2
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,6,2
CC_AMT_DRAWINGS_POS_CURRENT_MIN,4,2
CC_AMT_DRAWINGS_POS_CURRENT_MAX,15,2
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,9,2
CC_AMT_DRAWINGS_POS_CURRENT_SUM,28,2
CC_AMT_DRAWINGS_POS_CURRENT_VAR,44,2
CC_AMT_INST_MIN_REGULARITY_MIN,15,2
CC_AMT_INST_MIN_REGULARITY_MAX,2,2
CC_AMT_INST_MIN_REGULARITY_MEAN,7,2
CC_AMT_INST_MIN_REGULARITY_SUM,20,2
CC_AMT_INST_MIN_REGULARITY_VAR,39,2
CC_AMT_PAYMENT_CURRENT_MIN,33,2
CC_AMT_PAYMENT_CURRENT_MAX,28,2
CC_AMT_PAYMENT_CURRENT_MEAN,75,2
CC_AMT_PAYMENT_CURRENT_SUM,32,2
CC_AMT_PAYMENT_CURRENT_VAR,44,2
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,0,2
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,7,2
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,38,2
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,19,2
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,20,2
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,10,2
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,13,2
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,30,2
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,13,2
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,13,2
CC_AMT_RECIVABLE_MIN,18,2
CC_AMT_RECIVABLE_MAX,6,2
CC_AMT_RECIVABLE_MEAN,15,2
CC_AMT_RECIVABLE_SUM,15,2
CC_AMT_RECIVABLE_VAR,10,2
CC_AMT_TOTAL_RECEIVABLE_MIN,10,2
CC_AMT_TOTAL_RECEIVABLE_MAX,15,2
CC_AMT_TOTAL_RECEIVABLE_MEAN,4,2
CC_AMT_TOTAL_RECEIVABLE_SUM,8,2
CC_AMT_TOTAL_RECEIVABLE_VAR,3,2
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,2,2
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,23,2
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,75,2
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,6,2
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,48,2
CC_CNT_DRAWINGS_CURRENT_MIN,10,2
CC_CNT_DRAWINGS_CURRENT_MAX,24,2
CC_CNT_DRAWINGS_CURRENT_MEAN,37,2
CC_CNT_DRAWINGS_CURRENT_SUM,24,2
CC_CNT_DRAWINGS_CURRENT_VAR,76,2
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,2
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,3,2
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,8,2
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,1,2
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,6,2
CC_CNT_DRAWINGS_POS_CURRENT_MIN,19,2
CC_CNT_DRAWINGS_POS_CURRENT_MAX,22,2
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,20,2
CC_CNT_DRAWINGS_POS_CURRENT_SUM,16,2
CC_CNT_DRAWINGS_POS_CURRENT_VAR,17,2
CC_CNT_INSTALMENT_MATURE_CUM_MIN,1,2
CC_CNT_INSTALMENT_MATURE_CUM_MAX,7,2
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,9,2
CC_CNT_INSTALMENT_MATURE_CUM_SUM,9,2
CC_CNT_INSTALMENT_MATURE_CUM_VAR,6,2
CC_SK_DPD_MIN,0,2
CC_SK_DPD_MAX,1,2
CC_SK_DPD_MEAN,0,2
CC_SK_DPD_SUM,22,2
CC_SK_DPD_VAR,7,2
CC_SK_DPD_DEF_MIN,0,2
CC_SK_DPD_DEF_MAX,0,2
CC_SK_DPD_DEF_MEAN,38,2
CC_SK_DPD_DEF_SUM,0,2
CC_SK_DPD_DEF_VAR,12,2
CC_NAME_CONTRACT_STATUS_Active_MIN,1,2
CC_NAME_CONTRACT_STATUS_Active_MAX,0,2
CC_NAME_CONTRACT_STATUS_Active_MEAN,13,2
CC_NAME_CONTRACT_STATUS_Active_SUM,10,2
CC_NAME_CONTRACT_STATUS_Active_VAR,9,2
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,2
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,2
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,2
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,2
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,2
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,2
CC_NAME_CONTRACT_STATUS_Completed_MEAN,19,2
CC_NAME_CONTRACT_STATUS_Completed_SUM,2,2
CC_NAME_CONTRACT_STATUS_Completed_VAR,0,2
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,2
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,2
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,2
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,2
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,2
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,2
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,2
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,2
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,5,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,2
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,2,2
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,2
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,2
CC_NAME_CONTRACT_STATUS_Signed_MEAN,3,2
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,2
CC_NAME_CONTRACT_STATUS_Signed_VAR,5,2
CC_NAME_CONTRACT_STATUS_nan_MIN,0,2
CC_NAME_CONTRACT_STATUS_nan_MAX,0,2
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,2
CC_NAME_CONTRACT_STATUS_nan_SUM,0,2
CC_NAME_CONTRACT_STATUS_nan_VAR,0,2
CC_COUNT,3,2
DEBT_INCOME_RATIO,122,2
CURR_PREV_CREDIT_RATIO,111,2
CREDIT_GOODS_PRICE_RATIO,301,2
COMBINED_DPD_MEAN,123,2
CC_UTILIZATION_INCOME,36,2
CODE_GENDER,103,3
FLAG_OWN_CAR,3,3
FLAG_OWN_REALTY,5,3
CNT_CHILDREN,16,3
AMT_INCOME_TOTAL,88,3
AMT_CREDIT,121,3
AMT_ANNUITY,303,3
AMT_GOODS_PRICE,206,3
REGION_POPULATION_RELATIVE,247,3
DAYS_BIRTH,413,3
DAYS_EMPLOYED,234,3
DAYS_REGISTRATION,188,3
DAYS_ID_PUBLISH,219,3
OWN_CAR_AGE,168,3
FLAG_MOBIL,0,3
FLAG_EMP_PHONE,1,3
FLAG_WORK_PHONE,71,3
FLAG_CONT_MOBILE,0,3
FLAG_PHONE,33,3
FLAG_EMAIL,4,3
CNT_FAM_MEMBERS,9,3
REGION_RATING_CLIENT,5,3
REGION_RATING_CLIENT_W_CITY,73,3
HOUR_APPR_PROCESS_START,58,3
REG_REGION_NOT_LIVE_REGION,3,3
REG_REGION_NOT_WORK_REGION,5,3
LIVE_REGION_NOT_WORK_REGION,5,3
REG_CITY_NOT_LIVE_CITY,39,3
REG_CITY_NOT_WORK_CITY,5,3
LIVE_CITY_NOT_WORK_CITY,5,3
EXT_SOURCE_1,532,3
EXT_SOURCE_2,474,3
EXT_SOURCE_3,593,3
APARTMENTS_AVG,41,3
BASEMENTAREA_AVG,24,3
YEARS_BEGINEXPLUATATION_AVG,29,3
YEARS_BUILD_AVG,24,3
COMMONAREA_AVG,14,3
ELEVATORS_AVG,8,3
ENTRANCES_AVG,14,3
FLOORSMAX_AVG,26,3
FLOORSMIN_AVG,14,3
LANDAREA_AVG,16,3
LIVINGAPARTMENTS_AVG,24,3
LIVINGAREA_AVG,30,3
NONLIVINGAPARTMENTS_AVG,13,3
NONLIVINGAREA_AVG,36,3
APARTMENTS_MODE,42,3
BASEMENTAREA_MODE,24,3
YEARS_BEGINEXPLUATATION_MODE,38,3
YEARS_BUILD_MODE,27,3
COMMONAREA_MODE,31,3
ELEVATORS_MODE,4,3
ENTRANCES_MODE,15,3
FLOORSMAX_MODE,8,3
FLOORSMIN_MODE,27,3
LANDAREA_MODE,27,3
LIVINGAPARTMENTS_MODE,29,3
LIVINGAREA_MODE,27,3
NONLIVINGAPARTMENTS_MODE,16,3
NONLIVINGAREA_MODE,15,3
APARTMENTS_MEDI,36,3
BASEMENTAREA_MEDI,34,3
YEARS_BEGINEXPLUATATION_MEDI,51,3
YEARS_BUILD_MEDI,7,3
COMMONAREA_MEDI,27,3
ELEVATORS_MEDI,0,3
ENTRANCES_MEDI,37,3
FLOORSMAX_MEDI,8,3
FLOORSMIN_MEDI,9,3
LANDAREA_MEDI,36,3
LIVINGAPARTMENTS_MEDI,22,3
LIVINGAREA_MEDI,13,3
NONLIVINGAPARTMENTS_MEDI,9,3
NONLIVINGAREA_MEDI,22,3
TOTALAREA_MODE,72,3
OBS_30_CNT_SOCIAL_CIRCLE,22,3
DEF_30_CNT_SOCIAL_CIRCLE,39,3
OBS_60_CNT_SOCIAL_CIRCLE,28,3
DEF_60_CNT_SOCIAL_CIRCLE,48,3
DAYS_LAST_PHONE_CHANGE,147,3
FLAG_DOCUMENT_2,0,3
FLAG_DOCUMENT_3,45,3
FLAG_DOCUMENT_4,0,3
FLAG_DOCUMENT_5,0,3
FLAG_DOCUMENT_6,4,3
FLAG_DOCUMENT_7,0,3
FLAG_DOCUMENT_8,6,3
FLAG_DOCUMENT_9,0,3
FLAG_DOCUMENT_10,0,3
FLAG_DOCUMENT_11,0,3
FLAG_DOCUMENT_12,0,3
FLAG_DOCUMENT_13,8,3
FLAG_DOCUMENT_14,4,3
FLAG_DOCUMENT_15,12,3
FLAG_DOCUMENT_16,33,3
FLAG_DOCUMENT_17,0,3
FLAG_DOCUMENT_18,27,3
FLAG_DOCUMENT_19,0,3
FLAG_DOCUMENT_20,0,3
FLAG_DOCUMENT_21,0,3
AMT_REQ_CREDIT_BUREAU_HOUR,0,3
AMT_REQ_CREDIT_BUREAU_DAY,10,3
AMT_REQ_CREDIT_BUREAU_WEEK,9,3
AMT_REQ_CREDIT_BUREAU_MON,10,3
AMT_REQ_CREDIT_BUREAU_QRT,43,3
AMT_REQ_CREDIT_BUREAU_YEAR,33,3
NAME_CONTRACT_TYPE_Cash_loans,25,3
NAME_CONTRACT_TYPE_Revolving_loans,1,3
NAME_TYPE_SUITE_Children,0,3
NAME_TYPE_SUITE_Family,0,3
NAME_TYPE_SUITE_Group_of_people,0,3
NAME_TYPE_SUITE_Other_A,0,3
NAME_TYPE_SUITE_Other_B,13,3
NAME_TYPE_SUITE_Spouse_partner,14,3
NAME_TYPE_SUITE_Unaccompanied,3,3
NAME_INCOME_TYPE_Businessman,0,3
NAME_INCOME_TYPE_Commercial_associate,12,3
NAME_INCOME_TYPE_Maternity_leave,0,3
NAME_INCOME_TYPE_Pensioner,0,3
NAME_INCOME_TYPE_State_servant,26,3
NAME_INCOME_TYPE_Student,0,3
NAME_INCOME_TYPE_Unemployed,0,3
NAME_INCOME_TYPE_Working,16,3
NAME_EDUCATION_TYPE_Academic_degree,0,3
NAME_EDUCATION_TYPE_Higher_education,35,3
NAME_EDUCATION_TYPE_Incomplete_higher,9,3
NAME_EDUCATION_TYPE_Lower_secondary,17,3
NAME_EDUCATION_TYPE_Secondary_secondary_special,29,3
NAME_FAMILY_STATUS_Civil_marriage,1,3
NAME_FAMILY_STATUS_Married,90,3
NAME_FAMILY_STATUS_Separated,5,3
NAME_FAMILY_STATUS_Single_not_married,4,3
NAME_FAMILY_STATUS_Unknown,0,3
NAME_FAMILY_STATUS_Widow,2,3
NAME_HOUSING_TYPE_Co_op_apartment,0,3
NAME_HOUSING_TYPE_House_apartment,14,3
NAME_HOUSING_TYPE_Municipal_apartment,0,3
NAME_HOUSING_TYPE_Office_apartment,22,3
NAME_HOUSING_TYPE_Rented_apartment,0,3
NAME_HOUSING_TYPE_With_parents,5,3
OCCUPATION_TYPE_Accountants,27,3
OCCUPATION_TYPE_Cleaning_staff,0,3
OCCUPATION_TYPE_Cooking_staff,0,3
OCCUPATION_TYPE_Core_staff,18,3
OCCUPATION_TYPE_Drivers,35,3
OCCUPATION_TYPE_HR_staff,0,3
OCCUPATION_TYPE_High_skill_tech_staff,16,3
OCCUPATION_TYPE_IT_staff,0,3
OCCUPATION_TYPE_Laborers,22,3
OCCUPATION_TYPE_Low_skill_Laborers,14,3
OCCUPATION_TYPE_Managers,0,3
OCCUPATION_TYPE_Medicine_staff,14,3
OCCUPATION_TYPE_Private_service_staff,0,3
OCCUPATION_TYPE_Realty_agents,0,3
OCCUPATION_TYPE_Sales_staff,9,3
OCCUPATION_TYPE_Secretaries,0,3
OCCUPATION_TYPE_Security_staff,0,3
OCCUPATION_TYPE_Waiters_barmen_staff,2,3
WEEKDAY_APPR_PROCESS_START_FRIDAY,12,3
WEEKDAY_APPR_PROCESS_START_MONDAY,11,3
WEEKDAY_APPR_PROCESS_START_SATURDAY,2,3
WEEKDAY_APPR_PROCESS_START_SUNDAY,1,3
WEEKDAY_APPR_PROCESS_START_THURSDAY,4,3
WEEKDAY_APPR_PROCESS_START_TUESDAY,20,3
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,18,3
ORGANIZATION_TYPE_Advertising,0,3
ORGANIZATION_TYPE_Agriculture,0,3
ORGANIZATION_TYPE_Bank,21,3
ORGANIZATION_TYPE_Business_Entity_Type_1,3,3
ORGANIZATION_TYPE_Business_Entity_Type_2,0,3
ORGANIZATION_TYPE_Business_Entity_Type_3,37,3
ORGANIZATION_TYPE_Cleaning,0,3
ORGANIZATION_TYPE_Construction,29,3
ORGANIZATION_TYPE_Culture,0,3
ORGANIZATION_TYPE_Electricity,0,3
ORGANIZATION_TYPE_Emergency,0,3
ORGANIZATION_TYPE_Government,0,3
ORGANIZATION_TYPE_Hotel,9,3
ORGANIZATION_TYPE_Housing,0,3
ORGANIZATION_TYPE_Industry_type_1,0,3
ORGANIZATION_TYPE_Industry_type_10,0,3
ORGANIZATION_TYPE_Industry_type_11,0,3
ORGANIZATION_TYPE_Industry_type_12,0,3
ORGANIZATION_TYPE_Industry_type_13,0,3
ORGANIZATION_TYPE_Industry_type_2,0,3
ORGANIZATION_TYPE_Industry_type_3,0,3
ORGANIZATION_TYPE_Industry_type_4,0,3
ORGANIZATION_TYPE_Industry_type_5,1,3
ORGANIZATION_TYPE_Industry_type_6,0,3
ORGANIZATION_TYPE_Industry_type_7,0,3
ORGANIZATION_TYPE_Industry_type_8,0,3
ORGANIZATION_TYPE_Industry_type_9,35,3
ORGANIZATION_TYPE_Insurance,0,3
ORGANIZATION_TYPE_Kindergarten,16,3
ORGANIZATION_TYPE_Legal_Services,9,3
ORGANIZATION_TYPE_Medicine,13,3
ORGANIZATION_TYPE_Military,36,3
ORGANIZATION_TYPE_Mobile,0,3
ORGANIZATION_TYPE_Other,3,3
ORGANIZATION_TYPE_Police,25,3
ORGANIZATION_TYPE_Postal,0,3
ORGANIZATION_TYPE_Realtor,22,3
ORGANIZATION_TYPE_Religion,0,3
ORGANIZATION_TYPE_Restaurant,10,3
ORGANIZATION_TYPE_School,24,3
ORGANIZATION_TYPE_Security,0,3
ORGANIZATION_TYPE_Security_Ministries,13,3
ORGANIZATION_TYPE_Self_employed,42,3
ORGANIZATION_TYPE_Services,0,3
ORGANIZATION_TYPE_Telecom,0,3
ORGANIZATION_TYPE_Trade_type_1,0,3
ORGANIZATION_TYPE_Trade_type_2,7,3
ORGANIZATION_TYPE_Trade_type_3,0,3
ORGANIZATION_TYPE_Trade_type_4,0,3
ORGANIZATION_TYPE_Trade_type_5,0,3
ORGANIZATION_TYPE_Trade_type_6,4,3
ORGANIZATION_TYPE_Trade_type_7,0,3
ORGANIZATION_TYPE_Transport_type_1,0,3
ORGANIZATION_TYPE_Transport_type_2,0,3
ORGANIZATION_TYPE_Transport_type_3,27,3
ORGANIZATION_TYPE_Transport_type_4,10,3
ORGANIZATION_TYPE_University,0,3
ORGANIZATION_TYPE_XNA,0,3
FONDKAPREMONT_MODE_not_specified,5,3
FONDKAPREMONT_MODE_org_spec_account,0,3
FONDKAPREMONT_MODE_reg_oper_account,0,3
FONDKAPREMONT_MODE_reg_oper_spec_account,0,3
HOUSETYPE_MODE_block_of_flats,0,3
HOUSETYPE_MODE_specific_housing,10,3
HOUSETYPE_MODE_terraced_house,0,3
WALLSMATERIAL_MODE_Block,1,3
WALLSMATERIAL_MODE_Mixed,0,3
WALLSMATERIAL_MODE_Monolithic,0,3
WALLSMATERIAL_MODE_Others,14,3
WALLSMATERIAL_MODE_Panel,4,3
WALLSMATERIAL_MODE_Stone_brick,27,3
WALLSMATERIAL_MODE_Wooden,0,3
EMERGENCYSTATE_MODE_No,0,3
EMERGENCYSTATE_MODE_Yes,0,3
DAYS_EMPLOYED_PERC,245,3
INCOME_CREDIT_PERC,151,3
INCOME_PER_PERSON,83,3
ANNUITY_INCOME_PERC,189,3
PAYMENT_RATE,495,3
BURO_DAYS_CREDIT_MIN,111,3
BURO_DAYS_CREDIT_MAX,140,3
BURO_DAYS_CREDIT_MEAN,120,3
BURO_DAYS_CREDIT_VAR,97,3
BURO_DAYS_CREDIT_ENDDATE_MIN,56,3
BURO_DAYS_CREDIT_ENDDATE_MAX,137,3
BURO_DAYS_CREDIT_ENDDATE_MEAN,82,3
BURO_DAYS_CREDIT_UPDATE_MEAN,66,3
BURO_CREDIT_DAY_OVERDUE_MAX,11,3
BURO_CREDIT_DAY_OVERDUE_MEAN,3,3
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,186,3
BURO_AMT_CREDIT_SUM_MAX,139,3
BURO_AMT_CREDIT_SUM_MEAN,118,3
BURO_AMT_CREDIT_SUM_SUM,103,3
BURO_AMT_CREDIT_SUM_DEBT_MAX,45,3
BURO_AMT_CREDIT_SUM_DEBT_MEAN,102,3
BURO_AMT_CREDIT_SUM_DEBT_SUM,51,3
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,22,3
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,63,3
BURO_AMT_CREDIT_SUM_LIMIT_SUM,35,3
BURO_AMT_ANNUITY_MAX,13,3
BURO_AMT_ANNUITY_MEAN,41,3
BURO_CNT_CREDIT_PROLONG_SUM,11,3
BURO_MONTHS_BALANCE_MIN_MIN,32,3
BURO_MONTHS_BALANCE_MAX_MAX,10,3
BURO_MONTHS_BALANCE_SIZE_MEAN,33,3
BURO_MONTHS_BALANCE_SIZE_SUM,38,3
BURO_STATUS_SCORE_MAX_MAX,0,3
BURO_STATUS_SCORE_MAX_MEAN,25,3
BURO_STATUS_SCORE_MEAN_MEAN,12,3
BURO_STATUS_SCORE_RECENT6_MEAN_MEAN,14,3
BURO_STATUS_SCORE_TREND_MEAN,29,3
BURO_STATUS_SCORE_TREND_MAX,23,3
BURO_DAYS_ENDDATE_FACT_MEAN,72,3
BURO_CREDIT_ACTIVE_Active_MEAN,43,3
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,3
BURO_CREDIT_ACTIVE_Closed_MEAN,43,3
BURO_CREDIT_ACTIVE_Sold_MEAN,20,3
BURO_CREDIT_ACTIVE_nan_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_1_MEAN,2,3
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,3
BURO_CREDIT_CURRENCY_nan_MEAN,0,3
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,30,3
BURO_CREDIT_TYPE_Car_loan_MEAN,42,3
BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0,3
BURO_CREDIT_TYPE_Consumer_credit_MEAN,53,3
BURO_CREDIT_TYPE_Credit_card_MEAN,73,3
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,3
BURO_CREDIT_TYPE_Microloan_MEAN,75,3
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,3
BURO_CREDIT_TYPE_Mortgage_MEAN,58,3
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,3
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,3
BURO_CREDIT_TYPE_nan_MEAN,0,3
BURO_STATUS_0_MEAN_MEAN,85,3
BURO_STATUS_1_MEAN_MEAN,35,3
BURO_STATUS_2_MEAN_MEAN,2,3
BURO_STATUS_3_MEAN_MEAN,2,3
BURO_STATUS_4_MEAN_MEAN,0,3
BURO_STATUS_5_MEAN_MEAN,2,3
BURO_STATUS_C_MEAN_MEAN,36,3
BURO_STATUS_X_MEAN_MEAN,49,3
BURO_STATUS_nan_MEAN_MEAN,0,3
ACTIVE_DAYS_CREDIT_MIN,59,3
ACTIVE_DAYS_CREDIT_MAX,231,3
ACTIVE_DAYS_CREDIT_MEAN,154,3
ACTIVE_DAYS_CREDIT_VAR,91,3
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,242,3
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,88,3
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,111,3
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,137,3
ACTIVE_CREDIT_DAY_OVERDUE_MAX,2,3
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,6,3
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,132,3
ACTIVE_AMT_CREDIT_SUM_MAX,106,3
ACTIVE_AMT_CREDIT_SUM_MEAN,104,3
ACTIVE_AMT_CREDIT_SUM_SUM,154,3
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,67,3
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,89,3
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,62,3
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,48,3
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,82,3
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,45,3
ACTIVE_AMT_ANNUITY_MAX,27,3
ACTIVE_AMT_ANNUITY_MEAN,26,3
ACTIVE_CNT_CREDIT_PROLONG_SUM,3,3
ACTIVE_MONTHS_BALANCE_MIN_MIN,21,3
ACTIVE_MONTHS_BALANCE_MAX_MAX,19,3
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,86,3
ACTIVE_MONTHS_BALANCE_SIZE_SUM,38,3
ACTIVE_STATUS_SCORE_MAX_MAX,0,3
ACTIVE_STATUS_SCORE_MAX_MEAN,3,3
ACTIVE_STATUS_SCORE_MEAN_MEAN,26,3
ACTIVE_STATUS_SCORE_RECENT6_MEAN_MEAN,5,3
ACTIVE_STATUS_SCORE_TREND_MEAN,26,3
ACTIVE_STATUS_SCORE_TREND_MAX,10,3
CLOSED_DAYS_CREDIT_MIN,56,3
CLOSED_DAYS_CREDIT_MAX,148,3
CLOSED_DAYS_CREDIT_MEAN,54,3
CLOSED_DAYS_CREDIT_VAR,83,3
CLOSED_DAYS_CREDIT_ENDDATE_MIN,45,3
CLOSED_DAYS_CREDIT_ENDDATE_MAX,159,3
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,62,3
